北京

月份	aqi	质量等级	pm2_5	pm10	范围	co	no2	so2	o3 
2016-09	67	良	31μg/m³	70μg/m³	49~97	0.983mg/m³	31μg/m³	17μg/m³	107μg/m³
2016-10	80	良	52μg/m³	105μg/m³	50~172	1.274mg/m³	42μg/m³	33μg/m³	72μg/m³
2016-11	112	轻度污染	74μg/m³	158μg/m³	44~182	1.733mg/m³	87μg/m³	59μg/m³	55μg/m³
2016-12	141	轻度污染	103μg/m³	169μg/m³	71~249	2.245mg/m³	62μg/m³	125μg/m³	45μg/m³
2017-01	135	轻度污染	81μg/m³	143μg/m³	68~331	2.261mg/m³	57μg/m³	129μg/m³	57μg/m³
2017-02	104	轻度污染	71μg/m³	126μg/m³	55~192	1.546mg/m³	92μg/m³	49μg/m³	84μg/m³
2017-03	79	良	47μg/m³	86μg/m³	51~133	1.119mg/m³	52μg/m³	42μg/m³	100μg/m³
2017-04	87	良	26μg/m³	68μg/m³	46~185	0.74mg/m³	35μg/m³	24μg/m³	122μg/m³
2017-05	130	轻度污染	29μg/m³	83μg/m³	74~500	0.668mg/m³	38μg/m³	28μg/m³	147μg/m³
2017-06	119	轻度污染	35μg/m³	102μg/m³	66~200	0.673mg/m³	35μg/m³	23μg/m³	176μg/m³
2017-07	102	轻度污染	33μg/m³	85μg/m³	56~182	0.742mg/m³	30μg/m³	17μg/m³	158μg/m³
2017-08	85	良	30μg/m³	77μg/m³	42~131	0.803mg/m³	32μg/m³	22μg/m³	137μg/m³
2017-09	76	良	30μg/m³	88μg/m³	57~118	0.887mg/m³	38μg/m³	26μg/m³	117μg/m³
2017-10	80	良	48μg/m³	110μg/m³	33~171	1.223mg/m³	44μg/m³	27μg/m³	85μg/m³
2017-11	89	良	47μg/m³	111μg/m³	45~157	1.43mg/m³	64μg/m³	47μg/m³	68μg/m³
2017-12	97	良	57μg/m³	105μg/m³	50~175	2.081mg/m³	71μg/m³	55μg/m³	39μg/m³
2018-01	59	良	36μg/m³	70μg/m³	0~113	1.232mg/m³	55μg/m³	37μg/m³	62μg/m³
2018-02	64	良	36μg/m³	73μg/m³	0~114	1.039mg/m³	60μg/m³	32μg/m³	85μg/m³
2018-03	52	良	26μg/m³	66μg/m³	0~104	0.887mg/m³	43μg/m³	38μg/m³	104μg/m³
2018-04	61	良	23μg/m³	72μg/m³	0~124	0.677mg/m³	30μg/m³	18μg/m³	118μg/m³
2018-05	44	优	11μg/m³	35μg/m³	0~120	0.59mg/m³	27μg/m³	13μg/m³	135μg/m³
2018-06	88	良	20μg/m³	53μg/m³	0~141	0.617mg/m³	26μg/m³	11μg/m³	149μg/m³
2018-07	73	良	18μg/m³	41μg/m³	0~155	0.632mg/m³	8μg/m³	21μg/m³	136μg/m³
2018-08	74	良	23μg/m³	45μg/m³	0~112	0.803mg/m³	9μg/m³	23μg/m³	128μg/m³
2018-09	56	良	26μg/m³	54μg/m³	0~85	0.777mg/m³	32μg/m³	11μg/m³	97μg/m³
2018-10	62	良	35μg/m³	73μg/m³	0~99	0.987mg/m³	42μg/m³	15μg/m³	85μg/m³
2018-11	63	良	40μg/m³	82μg/m³	0~108	1.363mg/m³	54μg/m³	24μg/m³	53μg/m³
2018-12	70	良	41μg/m³	92μg/m³	0~112	1.639mg/m³	43μg/m³	30μg/m³	47μg/m³
2019-01	84	良	56μg/m³	109μg/m³	46~138	1.916mg/m³	53μg/m³	36μg/m³	48μg/m³
2019-02	76	良	45μg/m³	94μg/m³	41~113	1.304mg/m³	36μg/m³	24μg/m³	82μg/m³
2019-03	71	良	35μg/m³	84μg/m³	45~158	0.939mg/m³	38μg/m³	16μg/m³	94μg/m³
2019-04	78	良	31μg/m³	89μg/m³	48~183	0.75mg/m³	31μg/m³	11μg/m³	119μg/m³
2019-05	93	良	32μg/m³	102μg/m³	52~230	0.558mg/m³	9μg/m³	27μg/m³	122μg/m³
2019-06	75	良	21μg/m³	46μg/m³	43~114	0.657mg/m³	9μg/m³	26μg/m³	129μg/m³
2019-07	81	良	20μg/m³	49μg/m³	53~122	0.59mg/m³	9μg/m³	28μg/m³	136μg/m³
2019-08	78	良	19μg/m³	43μg/m³	45~120	0.661mg/m³	27μg/m³	10μg/m³	132μg/m³
2019-09	69	良	21μg/m³	45μg/m³	36~94	0.627mg/m³	9μg/m³	37μg/m³	118μg/m³
2019-10	62	良	28μg/m³	63μg/m³	36~90	0.706mg/m³	41μg/m³	11μg/m³	74μg/m³
2019-11	69	良	35μg/m³	82μg/m³	37~107	0.947mg/m³	45μg/m³	17μg/m³	57μg/m³
2019-12	74	良	47μg/m³	83μg/m³	37~137	1.232mg/m³	50μg/m³	19μg/m³	54μg/m³
2020-01	120	轻度污染	90μg/m³	125μg/m³	48~283	1.69mg/m³	51μg/m³	20μg/m³	59μg/m³
2020-02	74	良	42μg/m³	92μg/m³	40~169	1.003mg/m³	30μg/m³	22μg/m³	92μg/m³
2020-03	70	良	28μg/m³	86μg/m³	43~160	0.674mg/m³	29μg/m³	14μg/m³	99μg/m³
2020-04	70	良	25μg/m³	71μg/m³	46~97	0.583mg/m³	33μg/m³	12μg/m³	118μg/m³
2020-05	86	良	27μg/m³	94μg/m³	51~226	0.465mg/m³	27μg/m³	10μg/m³	121μg/m³
2020-06	89	良	23μg/m³	61μg/m³	60~147	0.493mg/m³	26μg/m³	11μg/m³	144μg/m³
2020-07	84	良	17μg/m³	51μg/m³	50~130	0.49mg/m³	8μg/m³	24μg/m³	137μg/m³
2020-08	66	良	17μg/m³	45μg/m³	31~131	0.558mg/m³	8μg/m³	27μg/m³	116μg/m³
2020-09	65	良	23μg/m³	56μg/m³	40~210	0.647mg/m³	8μg/m³	35μg/m³	104μg/m³
2020-10	66	良	29μg/m³	76μg/m³	33~155	0.774mg/m³	45μg/m³	15μg/m³	80μg/m³
2020-11	84	良	54μg/m³	99μg/m³	37~149	1.213mg/m³	50μg/m³	17μg/m³	61μg/m³
2020-12	93	良	64μg/m³	109μg/m³	50~196	1.481mg/m³	50μg/m³	17μg/m³	44μg/m³
2021-01	101	轻度污染	30μg/m³	69μg/m³	37~500	1.029mg/m³	37μg/m³	24μg/m³	58μg/m³
2021-02	72	良	30μg/m³	65μg/m³	42~141	0.954mg/m³	32μg/m³	21μg/m³	80μg/m³
2021-03	161	中度污染	21μg/m³	52μg/m³	38~500	0.91mg/m³	34μg/m³	12μg/m³	85μg/m³
2021-04	77	良	23μg/m³	49μg/m³	39~269	0.567mg/m³	22μg/m³	10μg/m³	105μg/m³
2021-05	87	良	18μg/m³	56μg/m³	45~268	0.503mg/m³	23μg/m³	11μg/m³	114μg/m³
2021-06	96	良	19μg/m³	49μg/m³	41~333	0.533mg/m³	24μg/m³	12μg/m³	137μg/m³
2021-07	95	良	17μg/m³	45μg/m³	52~120	0.603mg/m³	22μg/m³	11μg/m³	152μg/m³
2021-08	78	良	17μg/m³	40μg/m³	35~124	0.748mg/m³	19μg/m³	11μg/m³	132μg/m³
2021-09	65	良	19μg/m³	46μg/m³	30~137	0.69mg/m³	9μg/m³	29μg/m³	115μg/m³
2021-10	53	良	24μg/m³	56μg/m³	26~75	0.787mg/m³	32μg/m³	12μg/m³	79μg/m³
2021-11	76	良	42μg/m³	100μg/m³	47~173	1.137mg/m³	43μg/m³	16μg/m³	59μg/m³
2021-12	67	良	39μg/m³	77μg/m³	30~117	1.11mg/m³	48μg/m³	15μg/m³	51μg/m³
2022-01	108	轻度污染	78μg/m³	123μg/m³	47~291	1.481mg/m³	51μg/m³	19μg/m³	58μg/m³
2022-02	62	良	35μg/m³	66μg/m³	35~138	0.814mg/m³	31μg/m³	14μg/m³	77μg/m³
2022-03	86	良	10μg/m³	31μg/m³	48~161	0.658mg/m³	30μg/m³	18μg/m³	99μg/m³
2022-04	80	良	20μg/m³	63μg/m³	49~226	0.513mg/m³	25μg/m³	12μg/m³	103μg/m³
2022-05	82	良	24μg/m³	77μg/m³	41~191	0.445mg/m³	23μg/m³	12μg/m³	127μg/m³
2022-06	89	良	20μg/m³	58μg/m³	50~133	0.473mg/m³	24μg/m³	12μg/m³	143μg/m³
2022-07	88	良	20μg/m³	48μg/m³	48~144	0.542mg/m³	22μg/m³	11μg/m³	145μg/m³
2022-08	67	良	21μg/m³	40μg/m³	29~100	0.626mg/m³	8μg/m³	21μg/m³	117μg/m³
2022-09	67	良	21μg/m³	51μg/m³	42~92	0.573mg/m³	31μg/m³	13μg/m³	117μg/m³
2022-10	57	良	30μg/m³	62μg/m³	30~86	0.684mg/m³	29μg/m³	15μg/m³	90μg/m³
2022-11	73	良	41μg/m³	89μg/m³	49~167	0.85mg/m³	44μg/m³	16μg/m³	62μg/m³
2022-12	73	良	40μg/m³	91μg/m³	37~112	0.932mg/m³	42μg/m³	17μg/m³	53μg/m³
2023-01	100	良	60μg/m³	133μg/m³	52~188	1.094mg/m³	43μg/m³	21μg/m³	63μg/m³
2023-02	78	良	49μg/m³	94μg/m³	46~162	0.904mg/m³	42μg/m³	15μg/m³	78μg/m³
2023-03	107	轻度污染	39μg/m³	144μg/m³	59~459	0.652mg/m³	37μg/m³	18μg/m³	100μg/m³
2023-04	106	轻度污染	50μg/m³	171μg/m³	32~500	0.477mg/m³	27μg/m³	11μg/m³	100μg/m³
2023-05	76	良	28μg/m³	75μg/m³	38~160	0.38mg/m³	24μg/m³	10μg/m³	120μg/m³
2023-06	97	良	18μg/m³	49μg/m³	43~140	0.413mg/m³	24μg/m³	12μg/m³	155μg/m³
2023-07	96	良	18μg/m³	51μg/m³	48~145	0.481mg/m³	22μg/m³	10μg/m³	153μg/m³
2023-08	93	良	18μg/m³	46μg/m³	58~139	0.552mg/m³	24μg/m³	10μg/m³	150μg/m³
2023-09	75	良	26μg/m³	60μg/m³	38~115	0.607mg/m³	30μg/m³	13μg/m³	125μg/m³
2023-10	62	良	32μg/m³	69μg/m³	44~82	0.652mg/m³	43μg/m³	15μg/m³	94μg/m³
2023-11	70	良	35μg/m³	85μg/m³	34~147	0.787mg/m³	41μg/m³	18μg/m³	64μg/m³
2023-12	87	良	54μg/m³	108μg/m³	49~175	1.065mg/m³	44μg/m³	16μg/m³	33μg/m³
2024-01	83	良	57μg/m³	101μg/m³	32~172	1.135mg/m³	48μg/m³	25μg/m³	57μg/m³
2024-02	103	轻度污染	59μg/m³	156μg/m³	47~500	0.807mg/m³	25μg/m³	11μg/m³	81μg/m³
2024-03	77	良	33μg/m³	100μg/m³	52~141	0.584mg/m³	31μg/m³	14μg/m³	101μg/m³
2024-04	88	良	37μg/m³	110μg/m³	55~195	0.51mg/m³	26μg/m³	12μg/m³	119μg/m³
2024-05	95	良	32μg/m³	83μg/m³	48~159	0.477mg/m³	23μg/m³	11μg/m³	143μg/m³
2024-06	101	轻度污染	30μg/m³	77μg/m³	50~347	0.493mg/m³	21μg/m³	11μg/m³	144μg/m³
2024-07	111	轻度污染	34μg/m³	79μg/m³	73~276	0.5mg/m³	20μg/m³	11μg/m³	160μg/m³
2024-08	75	良	24μg/m³	45μg/m³	42~114	0.587mg/m³	8μg/m³	16μg/m³	126μg/m³
2024-09	56	良	29μg/m³	50μg/m³	28~95	0.667mg/m³	7μg/m³	21μg/m³	95μg/m³
2024-10	57	良	34μg/m³	62μg/m³	40~72	0.697mg/m³	35μg/m³	10μg/m³	82μg/m³
2024-11	75	良	50μg/m³	83μg/m³	45~124	0.973mg/m³	43μg/m³	17μg/m³	66μg/m³
2024-12	71	良	48μg/m³	82μg/m³	38~140	0.935mg/m³	43μg/m³	18μg/m³	55μg/m³
2025-01	95	良	63μg/m³	110μg/m³	40~330	1.035mg/m³	43μg/m³	19μg/m³	67μg/m³
2025-02	64	良	38μg/m³	75μg/m³	39~92	0.725mg/m³	33μg/m³	14μg/m³	86μg/m³
2025-03	131	轻度污染	50μg/m³	168μg/m³	46~486	0.561mg/m³	29μg/m³	11μg/m³	95μg/m³
2025-04	103	轻度污染	44μg/m³	152μg/m³	55~500	0.483mg/m³	23μg/m³	10μg/m³	110μg/m³
2025-05	93	良	37μg/m³	110μg/m³	55~305	0.455mg/m³	8μg/m³	21μg/m³	116μg/m³
2025-06	80	良	18μg/m³	48μg/m³	47~104	0.442mg/m³	8μg/m³	22μg/m³	136μg/m³
西宁									
月份	aqi	质量等级	pm2_5	pm10	范围	co	no2	so2	o3
2013-12	104	轻度污染	78μg/m³	128μg/m³	49~171	2.71mg/m³	85μg/m³	57μg/m³	23μg/m³
2014-01	116	轻度污染	83μg/m³	155μg/m³	64~203	2.21mg/m³	78μg/m³	45μg/m³	31μg/m³
2014-02	113	轻度污染	80μg/m³	147μg/m³	74~179	1.493mg/m³	44μg/m³	28μg/m³	45μg/m³
2014-03	105	轻度污染	61μg/m³	159μg/m³	76~190	1.265mg/m³	35μg/m³	29μg/m³	41μg/m³
2014-04	116	轻度污染	68μg/m³	156μg/m³	50~458	1.02mg/m³	29μg/m³	27μg/m³	58μg/m³
2014-05	91	良	54μg/m³	130μg/m³	66~187	0.98mg/m³	34μg/m³	25μg/m³	69μg/m³
2014-06	70	良	48μg/m³	82μg/m³	34~102	0.897mg/m³	29μg/m³	27μg/m³	70μg/m³
2014-07	64	良	45μg/m³	77μg/m³	33~92	0.929mg/m³	30μg/m³	27μg/m³	75μg/m³
2014-08	71	良	50μg/m³	85μg/m³	41~121	0.99mg/m³	29μg/m³	29μg/m³	89μg/m³
2014-09	69	良	48μg/m³	85μg/m³	29~104	0.867mg/m³	30μg/m³	26μg/m³	79μg/m³
2014-10	74	良	52μg/m³	91μg/m³	24~120	1.048mg/m³	34μg/m³	25μg/m³	64μg/m³
2014-11	99	良	73μg/m³	108μg/m³	39~179	1.593mg/m³	44μg/m³	35μg/m³	47μg/m³
2014-12	96	良	69μg/m³	120μg/m³	66~130	2.045mg/m³	53μg/m³	48μg/m³	38μg/m³
2015-01	88	良	63μg/m³	113μg/m³	58~142	1.984mg/m³	42μg/m³	38μg/m³	50μg/m³
2015-02	92	良	60μg/m³	116μg/m³	55~154	1.275mg/m³	29μg/m³	24μg/m³	72μg/m³
2015-03	104	轻度污染	53μg/m³	150μg/m³	70~361	1.235mg/m³	26μg/m³	22μg/m³	79μg/m³
2015-04	82	良	45μg/m³	112μg/m³	54~165	1.043mg/m³	26μg/m³	17μg/m³	100μg/m³
2015-05	88	良	43μg/m³	104μg/m³	50~432	1.026mg/m³	23μg/m³	18μg/m³	116μg/m³
2015-06	79	良	37μg/m³	75μg/m³	60~96	1.087mg/m³	24μg/m³	21μg/m³	129μg/m³
2015-07	66	良	31μg/m³	72μg/m³	46~91	1.129mg/m³	33μg/m³	26μg/m³	114μg/m³
2015-08	70	良	33μg/m³	82μg/m³	42~176	1.132mg/m³	35μg/m³	27μg/m³	105μg/m³
2015-09	59	良	30μg/m³	66μg/m³	34~87	1.22mg/m³	37μg/m³	22μg/m³	79μg/m³
2015-10	70	良	39μg/m³	89μg/m³	43~101	1.5mg/m³	43μg/m³	26μg/m³	69μg/m³
2015-11	91	良	62μg/m³	123μg/m³	50~156	2.38mg/m³	60μg/m³	47μg/m³	43μg/m³
2015-12	105	轻度污染	76μg/m³	135μg/m³	48~152	2.465mg/m³	60μg/m³	55μg/m³	43μg/m³
2016-01	90	良	62μg/m³	111μg/m³	50~122	2.277mg/m³	52μg/m³	50μg/m³	44μg/m³
2016-02	105	轻度污染	60μg/m³	133μg/m³	51~377	1.71mg/m³	38μg/m³	29μg/m³	59μg/m³
2016-03	104	轻度污染	57μg/m³	156μg/m³	53~183	1.242mg/m³	40μg/m³	25μg/m³	70μg/m³
2016-04	75	良	36μg/m³	100μg/m³	42~130	0.857mg/m³	38μg/m³	25μg/m³	79μg/m³
2016-05	77	良	37μg/m³	103μg/m³	37~159	0.881mg/m³	35μg/m³	20μg/m³	97μg/m³
2016-06	72	良	33μg/m³	83μg/m³	52~116	0.923mg/m³	32μg/m³	30μg/m³	118μg/m³
2016-07	76	良	33μg/m³	78μg/m³	35~111	0.932mg/m³	34μg/m³	34μg/m³	126μg/m³
2016-08	70	良	36μg/m³	76μg/m³	35~113	0.8mg/m³	34μg/m³	29μg/m³	117μg/m³
2016-09	65	良	35μg/m³	76μg/m³	41~85	1.053mg/m³	36μg/m³	25μg/m³	94μg/m³
2016-10	73	良	41μg/m³	94μg/m³	43~110	1.165mg/m³	46μg/m³	18μg/m³	72μg/m³
2016-11	115	轻度污染	71μg/m³	174μg/m³	74~225	2.237mg/m³	59μg/m³	33μg/m³	55μg/m³
2016-12	115	轻度污染	83μg/m³	152μg/m³	78~215	3.316mg/m³	67μg/m³	53μg/m³	38μg/m³
2017-01	121	轻度污染	49μg/m³	113μg/m³	53~500	2.352mg/m³	49μg/m³	33μg/m³	52μg/m³
2017-02	92	良	41μg/m³	92μg/m³	57~134	2.161mg/m³	43μg/m³	28μg/m³	72μg/m³
2017-03	80	良	33μg/m³	86μg/m³	50~260	1.448mg/m³	38μg/m³	20μg/m³	91μg/m³
2017-04	83	良	25μg/m³	82μg/m³	40~500	1.173mg/m³	39μg/m³	23μg/m³	99μg/m³
2017-05	71	良	23μg/m³	76μg/m³	51~114	1.016mg/m³	35μg/m³	16μg/m³	117μg/m³
2017-06	87	良	21μg/m³	56μg/m³	57~131	0.747mg/m³	36μg/m³	17μg/m³	144μg/m³
2017-07	91	良	24μg/m³	61μg/m³	43~158	1.045mg/m³	33μg/m³	21μg/m³	146μg/m³
2017-08	50	良	19μg/m³	41μg/m³	30~81	0.855mg/m³	15μg/m³	11μg/m³	94μg/m³
2017-09	60	良	21μg/m³	55μg/m³	41~75	1.023mg/m³	26μg/m³	18μg/m³	100μg/m³
2017-10	65	良	28μg/m³	71μg/m³	36~96	1.526mg/m³	40μg/m³	22μg/m³	77μg/m³
2017-11	87	良	55μg/m³	118μg/m³	68~132	1.947mg/m³	59μg/m³	36μg/m³	65μg/m³
2017-12	127	轻度污染	43μg/m³	70μg/m³	65~667	2.042mg/m³	64μg/m³	38μg/m³	29μg/m³
2018-01	79	良	54μg/m³	94μg/m³	0~158	1.858mg/m³	43μg/m³	28μg/m³	59μg/m³
2018-02	65	良	39μg/m³	83μg/m³	0~95	1.732mg/m³	30μg/m³	21μg/m³	81μg/m³
2018-03	45	优	21μg/m³	55μg/m³	0~92	1.513mg/m³	34μg/m³	17μg/m³	97μg/m³
2018-04	51	良	25μg/m³	57μg/m³	0~81	1.133mg/m³	31μg/m³	14μg/m³	93μg/m³
2018-05	66	良	29μg/m³	76μg/m³	0~101	1.094mg/m³	28μg/m³	14μg/m³	109μg/m³
2018-06	71	良	23μg/m³	52μg/m³	48~110	1.12mg/m³	26μg/m³	18μg/m³	124μg/m³
2018-07	66	良	20μg/m³	41μg/m³	37~100	1.123mg/m³	30μg/m³	15μg/m³	114μg/m³
2018-08	55	良	19μg/m³	33μg/m³	29~82	1.045mg/m³	29μg/m³	10μg/m³	100μg/m³
2018-09	47	优	22μg/m³	43μg/m³	33~72	0.943mg/m³	30μg/m³	11μg/m³	85μg/m³
2018-10	52	良	29μg/m³	55μg/m³	0~82	1.265mg/m³	36μg/m³	17μg/m³	73μg/m³
2018-11	65	良	41μg/m³	73μg/m³	0~95	1.917mg/m³	55μg/m³	26μg/m³	56μg/m³
2018-12	80	良	57μg/m³	89μg/m³	0~122	2.203mg/m³	57μg/m³	24μg/m³	48μg/m³
2019-01	81	良	58μg/m³	86μg/m³	46~139	2.045mg/m³	51μg/m³	32μg/m³	58μg/m³
2019-02	69	良	41μg/m³	84μg/m³	50~101	1.339mg/m³	32μg/m³	18μg/m³	73μg/m³
2019-03	70	良	36μg/m³	88μg/m³	48~110	1.155mg/m³	38μg/m³	16μg/m³	98μg/m³
2019-04	70	良	37μg/m³	82μg/m³	41~114	1.073mg/m³	34μg/m³	18μg/m³	112μg/m³
2019-05	95	良	42μg/m³	97μg/m³	47~500	0.806mg/m³	24μg/m³	11μg/m³	114μg/m³
2019-06	64	良	22μg/m³	36μg/m³	38~104	0.88mg/m³	27μg/m³	13μg/m³	114μg/m³
2019-07	66	良	25μg/m³	42μg/m³	43~100	0.935mg/m³	30μg/m³	14μg/m³	116μg/m³
2019-08	68	良	18μg/m³	35μg/m³	34~105	0.897mg/m³	27μg/m³	12μg/m³	119μg/m³
2019-09	54	良	21μg/m³	40μg/m³	39~83	0.947mg/m³	34μg/m³	11μg/m³	97μg/m³
2019-10	54	良	29μg/m³	53μg/m³	34~74	1.09mg/m³	41μg/m³	12μg/m³	67μg/m³
2019-11	74	良	47μg/m³	78μg/m³	39~147	1.4mg/m³	51μg/m³	21μg/m³	61μg/m³
2019-12	74	良	51μg/m³	65μg/m³	43~110	1.935mg/m³	53μg/m³	26μg/m³	54μg/m³
2020-01	84	良	61μg/m³	73μg/m³	55~139	2.035mg/m³	46μg/m³	22μg/m³	79μg/m³
2020-02	63	良	38μg/m³	70μg/m³	40~120	1.279mg/m³	31μg/m³	18μg/m³	94μg/m³
2020-03	69	良	34μg/m³	86μg/m³	51~127	0.961mg/m³	32μg/m³	13μg/m³	99μg/m³
2020-04	70	良	33μg/m³	83μg/m³	50~120	0.953mg/m³	33μg/m³	11μg/m³	106μg/m³
2020-05	67	良	28μg/m³	61μg/m³	45~102	0.752mg/m³	29μg/m³	11μg/m³	114μg/m³
2020-06	68	良	23μg/m³	45μg/m³	42~113	0.74mg/m³	31μg/m³	12μg/m³	117μg/m³
2020-07	72	良	21μg/m³	39μg/m³	39~121	0.806mg/m³	29μg/m³	14μg/m³	125μg/m³
2020-08	61	良	21μg/m³	40μg/m³	37~100	0.848mg/m³	29μg/m³	14μg/m³	108μg/m³
2020-09	52	良	24μg/m³	41μg/m³	37~72	0.753mg/m³	33μg/m³	12μg/m³	91μg/m³
2020-10	60	良	33μg/m³	65μg/m³	43~88	0.977mg/m³	40μg/m³	13μg/m³	81μg/m³
2020-11	86	良	61μg/m³	97μg/m³	40~128	1.623mg/m³	57μg/m³	22μg/m³	59μg/m³
2020-12	76	良	55μg/m³	75μg/m³	46~133	1.577mg/m³	47μg/m³	24μg/m³	53μg/m³
2021-01	73	良	42μg/m³	69μg/m³	51~103	1.732mg/m³	48μg/m³	28μg/m³	55μg/m³
2021-02	62	良	37μg/m³	62μg/m³	42~125	1.568mg/m³	37μg/m³	23μg/m³	80μg/m³
2021-03	153	中度污染	16μg/m³	28μg/m³	54~500	1.297mg/m³	37μg/m³	17μg/m³	87μg/m³
2021-04	67	良	25μg/m³	56μg/m³	38~229	1.023mg/m³	31μg/m³	11μg/m³	96μg/m³
2021-05	67	良	24μg/m³	49μg/m³	41~90	0.865mg/m³	30μg/m³	13μg/m³	116μg/m³
2021-06	76	良	22μg/m³	41μg/m³	35~106	0.703mg/m³	26μg/m³	12μg/m³	129μg/m³
2021-07	93	良	19μg/m³	37μg/m³	43~124	1.026mg/m³	28μg/m³	17μg/m³	151μg/m³
2021-08	72	良	20μg/m³	39μg/m³	41~110	0.948mg/m³	28μg/m³	14μg/m³	123μg/m³
2021-09	58	良	24μg/m³	43μg/m³	32~76	1.08mg/m³	35μg/m³	15μg/m³	102μg/m³
2021-10	55	良	32μg/m³	58μg/m³	32~77	0.971mg/m³	36μg/m³	15μg/m³	76μg/m³
2021-11	68	良	42μg/m³	79μg/m³	46~100	1.197mg/m³	46μg/m³	23μg/m³	60μg/m³
2021-12	74	良	51μg/m³	82μg/m³	47~108	1.439mg/m³	53μg/m³	29μg/m³	47μg/m³
2022-01	74	良	49μg/m³	76μg/m³	53~109	1.513mg/m³	47μg/m³	27μg/m³	57μg/m³
2022-02	61	良	39μg/m³	63μg/m³	39~105	0.961mg/m³	30μg/m³	20μg/m³	85μg/m³
2022-03	82	良	16μg/m³	38μg/m³	53~170	0.848mg/m³	30μg/m³	18μg/m³	90μg/m³
2022-04	77	良	25μg/m³	56μg/m³	43~180	0.757mg/m³	20μg/m³	14μg/m³	106μg/m³
2022-05	77	良	28μg/m³	53μg/m³	47~151	0.919mg/m³	15μg/m³	13μg/m³	128μg/m³
2022-06	84	良	19μg/m³	36μg/m³	47~158	0.893mg/m³	19μg/m³	15μg/m³	138μg/m³
2022-07	79	良	19μg/m³	42μg/m³	37~110	0.797mg/m³	24μg/m³	14μg/m³	130μg/m³
2022-08	64	良	20μg/m³	35μg/m³	33~89	0.726mg/m³	18μg/m³	10μg/m³	114μg/m³
2022-09	58	良	21μg/m³	36μg/m³	35~74	0.92mg/m³	28μg/m³	12μg/m³	102μg/m³
2022-10	52	良	29μg/m³	54μg/m³	34~74	0.79mg/m³	29μg/m³	17μg/m³	88μg/m³
2022-11	61	良	33μg/m³	70μg/m³	41~108	0.997mg/m³	27μg/m³	20μg/m³	84μg/m³
2022-12	80	良	48μg/m³	106μg/m³	57~132	1.339mg/m³	43μg/m³	28μg/m³	58μg/m³
2023-01	81	良	47μg/m³	106μg/m³	58~210	1.265mg/m³	42μg/m³	33μg/m³	59μg/m³
2023-02	68	良	44μg/m³	77μg/m³	49~99	1.079mg/m³	42μg/m³	20μg/m³	73μg/m³
2023-03	97	良	43μg/m³	138μg/m³	41~500	0.868mg/m³	31μg/m³	14μg/m³	83μg/m³
2023-04	101	轻度污染	45μg/m³	132μg/m³	42~500	0.603mg/m³	24μg/m³	10μg/m³	97μg/m³
2023-05	66	良	31μg/m³	64μg/m³	36~197	0.529mg/m³	23μg/m³	10μg/m³	107μg/m³
2023-06	72	良	20μg/m³	37μg/m³	46~101	0.64mg/m³	24μg/m³	12μg/m³	126μg/m³
2023-07	78	良	20μg/m³	36μg/m³	45~108	0.623mg/m³	24μg/m³	15μg/m³	132μg/m³
2023-08	72	良	21μg/m³	39μg/m³	46~106	0.597mg/m³	24μg/m³	12μg/m³	123μg/m³
2023-09	52	良	24μg/m³	40μg/m³	36~80	0.58mg/m³	27μg/m³	13μg/m³	97μg/m³
2023-10	47	优	24μg/m³	37μg/m³	33~59	0.697mg/m³	35μg/m³	14μg/m³	79μg/m³
2023-11	64	良	36μg/m³	74μg/m³	47~88	0.96mg/m³	44μg/m³	23μg/m³	59μg/m³
2023-12	68	良	42μg/m³	75μg/m³	58~80	1.261mg/m³	47μg/m³	25μg/m³	29μg/m³
2024-01	66	良	43μg/m³	72μg/m³	52~85	1.294mg/m³	46μg/m³	26μg/m³	58μg/m³
2024-02	96	良	55μg/m³	125μg/m³	39~397	0.924mg/m³	29μg/m³	16μg/m³	74μg/m³
2024-03	71	良	38μg/m³	89μg/m³	43~168	0.758mg/m³	27μg/m³	13μg/m³	95μg/m³
2024-04	76	良	35μg/m³	80μg/m³	40~303	0.73mg/m³	24μg/m³	11μg/m³	104μg/m³
2024-05	84	良	31μg/m³	61μg/m³	42~140	0.781mg/m³	24μg/m³	11μg/m³	137μg/m³
2024-06	80	良	21μg/m³	33μg/m³	45~114	0.867mg/m³	21μg/m³	13μg/m³	135μg/m³
2024-07	76	良	26μg/m³	46μg/m³	43~135	0.929mg/m³	22μg/m³	14μg/m³	125μg/m³
2024-08	76	良	20μg/m³	34μg/m³	42~100	0.752mg/m³	23μg/m³	13μg/m³	130μg/m³
2024-09	49	优	20μg/m³	30μg/m³	32~77	0.627mg/m³	20μg/m³	10μg/m³	92μg/m³
2024-10	50	优	29μg/m³	46μg/m³	38~63	0.881mg/m³	34μg/m³	13μg/m³	80μg/m³
2024-11	64	良	42μg/m³	66μg/m³	39~93	1.107mg/m³	43μg/m³	18μg/m³	62μg/m³
2024-12	85	良	61μg/m³	80μg/m³	59~132	1.365mg/m³	52μg/m³	23μg/m³	55μg/m³
2025-01	70	良	47μg/m³	72μg/m³	48~149	1.235mg/m³	43μg/m³	23μg/m³	66μg/m³
2025-02	58	良	37μg/m³	64μg/m³	43~72	0.779mg/m³	27μg/m³	17μg/m³	86μg/m³
